Date,Sentiment
2009-08-07,4.878258645534515
2009-08-10,-1.0101189613342285
2009-08-11,0.9516351819038391
2009-08-12,4.025720000267029
2009-08-13,3.9305604100227356
2009-08-31,-0.9953860640525818
2009-09-09,-1.9281272292137146
2009-09-17,0.9996110796928406
2009-09-22,-0.9990876913070679
2009-09-24,0.10325324535369873
2009-09-29,-0.9799783825874329
2009-10-19,-1.559576153755188
2009-10-21,-0.18888163566589355
2009-10-26,-0.9250732064247131
2009-10-28,-0.9042402505874634
2009-11-02,-0.9988611936569214
2009-11-03,-0.7950209975242615
2009-11-10,-0.6622555255889893
2009-11-13,-0.6913703680038452
2009-11-16,-0.9860634207725525
2009-11-19,-0.9706466794013977
2009-12-01,-0.8727043867111206
2009-12-04,-0.8682352304458618
2009-12-08,-0.9870573878288269
2009-12-10,-2.802997350692749
2009-12-11,-1.1181803941726685
2009-12-21,1.3088847994804382
2009-12-22,-0.976039469242096
2009-12-28,0.9924089908599854
2009-12-29,-1.3848085403442383
2009-12-31,0.9394058585166931
2010-01-05,-0.8970873355865479
2010-01-06,0.5460271239280701
2010-01-08,-0.9896308779716492
2010-01-14,-0.04234379529953003
2010-01-15,-1.9840540289878845
2010-01-19,-0.8065975308418274
2010-01-20,-0.994670569896698
2010-01-26,-0.9799736738204956
2010-01-28,-2.688033699989319
2010-01-29,0.6869901418685913
2010-02-01,-3.648539364337921
2010-02-02,-0.6953872442245483
2010-02-03,0.9091135859489441
2010-02-04,-5.567353963851929
2010-02-05,0.9886479377746582
2010-02-09,-0.7817944288253784
2010-02-11,-0.9440951943397522
2010-02-15,0.9923515915870667
2010-02-16,-0.13920605182647705
2010-02-18,-0.992492139339447
2010-02-22,-0.893168568611145
2010-02-23,-0.9913015961647034
2010-02-25,-0.9987016916275024
2010-03-03,2.5382789373397827
2010-03-05,0.9975712895393372
2010-03-08,-1.895228385925293
2010-03-13,0.9885625839233398
2010-03-15,-1.7444285154342651
2010-03-16,-0.9655871391296387
2010-03-17,-0.9634960293769836
2010-03-19,-0.9767910242080688
2010-03-21,-0.9741116166114807
2010-03-22,0.9548161625862122
2010-03-23,-1.9810468554496765
2010-03-24,-0.9703163504600525
2010-03-25,-0.9860710501670837
2010-03-29,-1.9724453687667847
2010-04-01,-0.9852814078330994
2010-04-08,-0.8945411443710327
2010-04-09,-0.6487576961517334
2010-04-12,1.984631597995758
2010-04-16,-0.9737755656242371
2010-04-19,-6.009764909744263
2010-04-20,1.9127192497253418
2010-04-21,-1.843431830406189
2010-04-22,-0.7225837111473083
2010-04-28,-0.713512659072876
2010-04-30,-0.9997205138206482
2010-05-03,-0.998354434967041
2010-05-04,0.992928683757782
2010-05-05,-1.9527724385261536
2010-05-06,1.9366304278373718
2010-05-07,-0.9954924583435059
2010-05-13,-1.8307884335517883
2010-05-14,-1.9949602484703064
2010-05-15,-0.9868482947349548
2010-05-18,0.08207821846008301
2010-05-19,-2.9214122891426086
2010-05-20,-0.9683964252471924
2010-05-21,-0.053972065448760986
2010-05-24,0.9988211989402771
2010-05-26,-0.9834721088409424
2010-05-27,-0.9965444207191467
2010-05-28,-0.8981152176856995
2010-06-02,1.1680834889411926
2010-06-03,-1.9469434022903442
2010-06-07,1.9353589415550232
2010-06-09,-0.9995869994163513
2010-06-10,-0.08283257484436035
2010-06-16,-1.5843312740325928
2010-06-18,0.9404080510139465
2010-06-21,-1.9287667870521545
2010-06-22,-2.9421833157539368
2010-06-28,1.6243112683296204
2010-06-30,0.6964225769042969
2010-07-02,0.9164667725563049
2010-07-06,0.823614239692688
2010-07-08,-2.528915524482727
2010-07-13,-1.9869375228881836
2010-07-19,-0.943162739276886
2010-07-20,-0.9956209063529968
2010-07-22,3.5183631777763367
2010-07-26,-0.9738532900810242
2010-07-28,0.9908328652381897
2010-07-29,-0.9951400756835938
2010-07-30,0.9998154044151306
2010-08-02,-1.9734328985214233
2010-08-03,-1.7585561275482178
2010-08-04,-0.9867132902145386
2010-08-09,0.024276375770568848
2010-08-10,0.07723325490951538
2010-08-11,0.8642871975898743
2010-08-12,-1.968869149684906
2010-08-13,-1.1116004586219788
2010-08-16,0.06915283203125
2010-08-17,-0.021158456802368164
2010-08-18,-0.9754433631896973
2010-08-19,-0.6304225325584412
2010-08-20,-1.833320140838623
2010-08-23,-0.9834322333335876
2010-08-25,-0.6302506923675537
2010-08-26,-2.6121526956558228
2010-08-27,-0.872837483882904
2010-08-30,1.4701502323150635
2010-08-31,-0.9987990856170654
2010-09-01,0.9920099973678589
2010-09-02,-0.9637141227722168
2010-09-03,-0.9452232718467712
2010-09-09,-0.9790955185890198
2010-09-10,-0.97763592004776
2010-09-13,0.5453716516494751
2010-09-14,-0.9911103248596191
2010-09-15,-2.7097293734550476
2010-09-16,-1.5938003063201904
2010-09-17,-0.9760742783546448
2010-09-20,-0.9943346977233887
2010-09-21,-2.571949303150177
2010-09-22,-0.991979718208313
2010-09-23,0.4113048315048218
2010-09-24,-0.9915481209754944
2010-09-27,0.24546754360198975
2010-09-28,0.9974687099456787
2010-09-29,-0.988849937915802
2010-09-30,1.6421461701393127
2010-10-04,-3.528744399547577
2010-10-05,-3.3878257870674133
2010-10-06,-1.9717709422111511
2010-10-07,-0.9961475133895874
2010-10-11,-0.9996023774147034
2010-10-12,1.9768961071968079
2010-10-13,-0.9459037184715271
2010-10-14,-0.9900339245796204
2010-10-18,0.00031942129135131836
2010-10-19,-0.9870011806488037
2010-10-20,-4.7458842396736145
2010-10-21,-5.591377794742584
2010-10-22,0.9472223520278931
