Date,Close,Open,High,Low,Return,Return%,Log Return,Log Return-3d,Log Return-5d,SMA-5d,SMA-8d,SMA-13d,SMA-21d,EMA-5d,EMA-8d,EMA-12d,EMA-26d,RSI-14d,RSI-21d,UpperBollingerBand,LowerBollingerBand,MACD,Stoc%K,TR,ATR,Gain,Loss,,,,,
6/14/2022,3735.48,3763.52,3778.18,3705.68,54.51,0.014592502,1.736476182,-1.782759193,1.387567779,3731.96,3777.704444,3791.558571,3811.702273,3744.028377,3757.862709,3776.797209,3837.158944,41.14071392,42.58639911,3832.896919,3631.023081,-60.36173498,29.35195865,26.47,115.606,0,54.51,,,,,
6/13/2022,3749.63,3838.15,3838.15,3734.3,-14.15,-0.003773706,-1.15075644,-1.918344929,1.180699201,3730.25,3760.984444,3785.718571,3806.541818,3745.895585,3756.033218,3772.617638,3830.675318,43.39601305,47.46102755,3827.467668,3633.032332,-58.0576801,5.011688036,102.67,148.586,14.15,0,,,,,
6/10/2022,3900.86,3974.39,3974.39,3900.16,-151.23,-0.038768374,-2.179637952,-2.044814048,-2.354146871,3752.928333,3759.775556,3791.113571,3811.563636,3797.55039,3788.216947,3792.347232,3835.874184,54.94183384,55.25723746,3846.022613,3659.834054,-43.5269513,43.48786452,224.76,142.892,151.23,0,,,,,
6/9/2022,4017.82,4101.65,4119.1,4017.17,-116.96,-0.029110314,-2.06803736,-2.45077241,-2.545368977,3810.091667,3784.452222,3807.716429,3821.383636,3870.973593,3839.239848,3827.03535,3849.351652,63.81597718,59.54752173,3964.432508,3655.750825,-22.31630108,65.245104,218.24,147.416,116.96,0,,,,,
6/8/2022,4115.77,4147.12,4160.14,4107.2,-97.95,-0.023798706,-1.99100444,-2.563647177,-2.512924419,3884.925,3823.994444,3828.926429,3834.882273,3952.572395,3900.690993,3871.456066,3869.086344,66.39284531,61.82983577,4098.294767,3671.555233,2.369721758,82.71495651,142.32,132.074,97.95,0,,,,,
6/7/2022,4160.68,4096.47,4164.86,4080.19,-44.91,-0.010793909,-1.652343055,-2.414672578,-2.628593256,3946.706667,3867.982222,3853.15,3848.802727,4021.941597,3958.466328,3915.952056,3890.685874,67.88867907,61.82845347,4243.409122,3650.004212,25.26618157,100,49.09,91.37,44.91,0,,,,,
6/6/2022,4121.43,4134.72,4168.78,4109.18,39.25,0.009523394,1.593839661,-2.015401674,-2.570309385,4011.031667,3917.603333,3868.958571,3858.895909,4055.104398,3994.680477,3947.564047,3907.778032,62.17944485,59.59230196,4309.617524,3712.445809,39.78601553,18.8781488,25.96,61.516,0,39.25,,,,,
6/3/2022,4108.54,4137.57,4142.67,4098.67,12.89,0.003137368,1.110252917,0.859138297,-2.317394675,4070.85,3966.688889,3883.015714,3868.255909,4072.916265,4019.982593,3972.329578,3922.649288,60.81508837,62.02025732,4258.616335,3883.083665,49.68028982,9.670591348,21.24,38.46,0,12.89,,,,,
6/2/2022,4176.82,4095.41,4177.51,4074.37,-68.28,-0.016347365,-1.834293512,-1.20790353,-2.201397124,4116.843333,4009.67,3910.236429,3883.335,4107.550844,4054.83535,4003.789643,3941.476749,72.10216794,65.01229911,4211.072707,4022.613959,62.31289458,100,68.97,42.064,68.28,0,,,,,
6/1/2022,4101.23,4149.78,4166.54,4073.85,75.59,0.018431056,1.878464345,1.305351369,1.162564407,4130.745,4050.308889,3934.617857,3895.600455,4105.443896,4065.145273,4018.780467,3953.310323,68.92422327,61.30719169,4184.77362,4076.71638,65.47014453,0,27.04,47.816,0,75.59,,,,,
5/31/2022,4132.15,4151.09,4168.34,4104.88,-30.92,-0.007482787,-1.490239485,-1.373095987,1.455301772,4133.475,4092.811111,3960.857857,3909.546818,4114.34593,4080.035212,4036.221934,3966.557706,69.79566323,64.31762442,4192.973748,4073.976252,69.6642276,62.45587494,67.11,78.296,30.92,0,,,,,
5/27/2022,4158.24,4077.43,4158.49,4077.43,-26.09,-0.006274289,-1.416474079,1.26904571,-1.565965817,4133.068333,4121.408889,3995.386429,3926.495,4128.977287,4097.414054,4054.993944,3980.756395,77.97388949,64.09943255,4186.278096,4079.858571,74.23754935,100,54.72,90.152,26.09,0,,,,,
5/26/2022,4057.84,3984.6,4075.14,3984.6,100.4,0.024742227,2.001733713,1.63738965,1.705007959,4122.47,4125.855556,4023.32,3937.359091,4105.264858,4088.61982,4055.431799,3986.466291,70.44596643,59.07892816,4179.998379,4064.941621,68.96550742,53.68149105,173.64,91.902,0,100.4,,,,,
5/25/2022,3978.73,3929.59,3999.33,3925.03,79.11,0.019883229,1.898231385,2.185881978,2.296862552,4100.835,4110.628889,4036.801429,3944.503636,4063.086572,4064.19986,4043.631522,3985.893233,60.34486539,53.01952591,4185.293195,4016.376805,57.7382893,17.18490496,128.25,86.56,0,79.11,,,,,
5/24/2022,3941.48,3942.94,3955.68,3875.13,37.25,0.009450765,1.571126277,2.335979142,2.203440867,4061.611667,4086.273333,4051.515714,3946.384091,4022.551048,4036.92878,4027.915903,3982.603364,61.50863706,51.12016754,4187.721385,3935.501948,45.31253962,25.6390593,35.79,84.814,0,37.25,,,,,
5/23/2022,3973.75,3927.02,3981.88,3909.04,-32.27,-0.008120793,-1.508798965,1.924744352,2.199755177,4040.365,4069.864444,4067.524286,3949.202727,4006.284032,4022.889051,4019.582687,3981.947559,62.27247837,57.15664046,4208.445891,3872.284109,37.63512844,93.61046959,40.4,59.006,32.27,0,,,,,
5/20/2022,3901.36,3927.76,3943.42,3810.32,72.39,0.018555068,1.859678577,1.888572597,2.409730293,4001.9,4046.844444,4067.56,3954.004091,3971.309355,3995.882595,4001.394582,3975.97811,50.02996668,55.52492014,4158.180949,3845.619051,25.4164715,0.78125,45.99,63.594,0,72.39,,,,,
5/19/2022,3900.79,3899,3945.96,3876.58,0.57,0.000146124,-0.244125144,1.60948769,2.196037941,3958.991667,4016.174444,4059.200714,3960.408636,3947.802903,3974.750907,3985.916954,3970.408621,41.84880271,55.32932067,4062.254376,3855.728958,15.50833319,0,44.6,89.844,0,0.57,,,,,
5/18/2022,3923.68,4051.98,4051.98,3911.91,-22.89,-0.005833809,-1.359645793,1.699577591,1.740757323,3936.631667,3996.446667,4045.48,3967.630909,3939.761935,3963.401817,3976.342038,3966.947241,35.05857096,60.29200099,4003.973856,3869.289477,9.394796537,12.17164735,151.19,96.93,22.89,0,,,,,
5/17/2022,4088.85,4052,4090.72,4033.93,-165.17,-0.040395221,-2.217931169,-2.272978109,-2.168409084,3954.985,3991.635556,4040.349286,3986.449545,3989.457957,3991.279191,3993.650955,3975.977075,45.29335448,65.44948755,4009.708189,3900.261811,17.67387982,100,167.04,96.554,165.17,0,,,,,
5/16/2022,4008.01,4013.02,4046.46,3983.99,80.84,0.02016961,1.907626305,-2.030275803,-1.534787359,3966.073333,3974.943333,4032.247857,4001.960455,3995.641971,3994.997148,3995.860039,3978.349884,42.95230284,58.23574742,4107.574508,3824.572158,17.51015442,51.05648726,75.83,111.622,0,80.84,,,,,
5/13/2022,4023.89,3963.9,4038.88,3963.9,-15.88,-0.00394643,-1.200850498,-2.000911062,-2.088242434,3974.43,3971.171111,4026.201429,4012.592273,4005.057981,4001.417782,4000.172341,3981.723226,44.7594874,61.22226632,4121.584154,3827.275846,18.44911424,59.08546955,44.11,105.186,15.88,0,,,,,
5/12/2022,3930.08,3903.95,3964.8,3858.87,93.81,0.023869743,1.972249136,2.200768445,-1.466719372,3979.216667,3965.765556,4008.577143,4021.437727,3980.065321,3985.564942,3989.388904,3977.897802,35.19287549,56.61158539,4116.610732,3841.822601,11.4911014,0,119.94,98.506,0,93.81,,,,,
5/11/2022,3935.18,3990.08,4049.09,3928.82,-5.1,-0.001296002,-0.707570176,1.86231031,-1.06069784,3984.948333,3965.065556,3996.716429,4029.871818,3965.103547,3974.368288,3981.049072,3974.733521,39.11418794,51.40826577,4108.602093,3861.294573,6.315551727,5.436520627,119.01,99.384,5.1,0,,,,,
5/10/2022,4001.05,4035.18,4068.82,3958.17,-65.87,-0.016463178,-1.818687663,1.3586961,1.943494516,3997.843333,3968.098889,3987.352143,4034.425909,3977.085698,3980.297557,3984.126138,3976.682889,41.78200692,49.28175565,4116.436788,3879.249878,7.443248685,36.72254993,133.64,123.852,65.87,0,,,,,
5/9/2022,3991.24,4081.27,4081.27,3975.48,9.81,0.002457883,0.991669007,-1.786467477,1.224533063,3981.575,3978.085556,3975.423571,4033.217727,3981.803799,3982.729211,3985.220578,3977.761194,39.31350466,44.23092959,4059.826864,3903.323136,7.459384493,26.48212008,80.22,129.282,0,9.81,,,,,
5/6/2022,4123.34,4128.17,4157.69,4067.91,-132.1,-0.032037135,-2.120902818,-2.274527304,-1.997604787,4000.796667,4002.813333,3980.102143,4033.561818,4028.982532,4013.976053,4006.46972,3988.544809,54.02799301,48.3994582,4075.242439,3926.350894,17.92491101,42.76049591,166.45,137.638,132.1,0,,,,,
5/5/2022,4146.87,4270.43,4270.43,4106.01,-23.53,-0.005674159,-1.371621927,-2.163817094,-2.336039245,4021.293333,4027.612222,3992.112143,4032.934091,4068.278355,4043.508041,4028.069763,4000.272601,61.09864287,51.10535646,4160.743672,3881.842995,27.79716215,50.37710808,147.09,138.988,23.53,0,,,,,
5/4/2022,4300.17,4181.18,4307.66,4148.91,-153.3,-0.035649753,-2.185542155,-2.489860084,-2.562280966,4082.975,4051.092222,4017.732857,4041.058636,4145.57557,4100.544032,4069.931338,4022.487223,70.53106362,57.4207889,4246.064052,3919.885948,47.4441149,100,160.79,131.918,153.3,0,,,,,
5/3/2022,4175.48,4159.78,4200.1,4147.08,124.69,0.029862435,2.095831625,-1.717171027,-2.241621181,4123.025,4069.7,4032.142143,4044.101364,4155.543713,4117.196469,4086.169594,4033.820021,60.44205187,49.95028124,4348.668818,3897.381182,52.3495723,25.88563956,140.39,121.488,0,124.69,,,,,
5/2/2022,4155.38,4130.61,4169.81,4062.51,20.1,0.004837103,1.303196057,-0.92992956,-2.215214429,4148.746667,4084.31,4050.286429,4043.126818,4155.489142,4125.681698,4096.817349,4042.824464,63.90123241,52.09544227,4346.922886,3950.570447,53.99288425,13.9384213,44.87,127.374,0,20.1,,,,,
4/29/2022,4131.93,4253.75,4269.68,4124.28,23.45,0.005675314,1.370142847,2.22592926,-0.933993164,4172.195,4106.737778,4066.796429,4044.522273,4147.636095,4127.07021,4102.219295,4049.424874,62.34010293,49.99143716,4296.694152,4047.695848,52.79442057,0,114.3,115.412,0,23.45,,,,,
4/28/2022,4287.5,4222.58,4308.45,4188.63,-155.57,-0.036284548,-2.191925852,-2.049295568,-2.148077977,4199.555,4145.884444,4092.783571,4051.583636,4194.257397,4162.721274,4130.724019,4067.060069,67.01333682,54.57039813,4321.066809,4078.043191,63.66394993,100,176.52,106.17,155.57,0,,,,,
4/27/2022,4183.96,4186.52,4240.71,4162.9,103.54,0.024746891,2.015108161,-1.456062224,2.065243501,4205.736667,4166.207778,4099.577143,4052.752727,4190.824931,4167.440991,4138.91417,4075.719323,54.71967765,54.44949338,4345.469945,4066.003389,63.19484673,31.68889701,100.98,121.96,0,103.54,,,,,
4/26/2022,4175.2,4278.14,4278.14,4175.04,8.76,0.002098103,0.942504106,-1.636186895,-0.552841969,4184.908333,4186.647778,4111.519286,4058.087273,4185.616621,4169.165215,4144.496605,4083.088262,58.93576766,57.29346866,4291.771307,4078.04536,61.40834312,0,94.18,117.042,0,8.76,,,,,
4/25/2022,4296.12,4255.34,4299.02,4200.82,-120.92,-0.028146327,-2.082498139,-0.935507266,-2.148417547,4205.015,4205.845556,4130.964286,4072.514091,4222.45108,4197.37739,4167.823281,4098.868391,63.0810629,62.39514596,4311.902038,4098.127962,68.95489051,55.35109402,123.82,129.97,120.92,0,,,,,
4/22/2022,4271.78,4385.83,4385.83,4267.62,24.34,0.005697859,1.386320574,-1.943593433,-2.145662471,4224.415,4219.724444,4155.371429,4087.527727,4238.894054,4213.911303,4183.816623,4111.676658,67.59381307,60.47461392,4354.90587,4093.92413,72.1399645,33.97713281,89.71,128.7,0,24.34,,,,,
4/21/2022,4393.66,4489.17,4512.94,4384.47,-121.88,-0.027739971,-2.085932446,-2.339371929,-2.02596091,4268.036667,4230.112222,4188.12,4106.614545,4290.482702,4253.855458,4216.100219,4132.564313,71.07256448,66.72078363,4372.775564,4163.29777,83.53590606,64.00252061,241.16,123.628,121.88,0,,,,,
4/20/2022,4459.45,4472.26,4488.29,4448.76,-65.79,-0.01475294,-1.818159886,-2.213065962,-2.440105839,4296.695,4261.664444,4220.862857,4131.982273,4346.805135,4299.543134,4253.538647,4156.778068,71.07043704,68.16969571,4457.183445,4136.206555,96.7605793,98.55064853,94.63,114.18,65.79,0,,,,,
4/19/2022,4462.21,4390.63,4471.03,4390.63,-2.76,-0.000618528,-0.440909082,-2.279735367,-2.457897029,4343.07,4295.756667,4254.503571,4157.501364,4385.273423,4335.691326,4285.641932,4179.402655,71.78943862,67.74737841,4540.517083,4145.622917,106.2392768,100,68.82,109.992,2.76,0,,,,,
4/18/2022,4391.69,4385.63,4410.31,4370.3,70.52,0.0160576,1.848312304,0.294466226,-1.980321586,4379.151667,4324.618889,4273.671429,4178.774545,4387.412282,4348.135476,4301.957019,4195.127644,63.16538292,60.64419075,4539.022843,4219.28049,106.8293757,0,76.58,74.026,0,70.52,,,,,
4/14/2022,4392.59,4449.12,4460.46,4390.77,-0.9,-0.000204891,0.045757491,1.825166372,-2.082102884,4395.23,4336.295556,4291.222857,4192.580909,4389.138188,4358.014259,4315.900555,4209.754485,62.32890459,64.32199729,4533.401007,4257.058993,106.1460699,1.276233693,68.77,59.982,0.9,0,,,,,
4/13/2022,4446.59,4394.3,4453.92,4392.7,-54,-0.012144137,-1.73239376,1.19368103,-1.723701894,4424.365,4365.476667,4301.681429,4212.516364,4408.288792,4377.697757,4336.006623,4227.297856,58.15964869,65.30700928,4491.205194,4357.524806,108.7087669,100,61.33,59.598,54,0,,,,,
4/12/2022,4397.45,4437.59,4471,4381.34,49.14,0.011174658,1.691435152,-0.760422483,1.792391689,4424.996667,4390.171111,4317.536429,4229.496364,4404.675861,4382.087144,4345.459451,4239.901719,63.50724744,67.4904758,4488.531846,4361.461488,105.5577316,5.078900617,24.41,65.858,0,49.14,,,,,
4/11/2022,4412.53,4462.64,4464.35,4408.38,-15.08,-0.003417541,-1.178401342,-1.299725154,1.696181587,4417.176667,4403.105556,4335.904286,4251.425909,4407.293908,4388.852223,4355.777997,4252.688999,65.74419886,67.73151072,4477.389906,4356.963427,103.0889976,14.67497081,66.9,58.68,15.08,0,,,,,
4/8/2022,4488.28,4494.15,4520.41,4474.6,-75.75,-0.016877289,-1.879382637,-1.620031895,-1.984932166,4421.521667,4427.161111,4361.357857,4276.566818,4434.289272,4410.947285,4376.16292,4270.140184,70.50463203,67.96663545,4462.746428,4380.296905,106.0227359,88.39042429,107.88,47.622,75.75,0,,,,,
4/7/2022,4500.21,4474.65,4521.16,4450.3,-11.93,-0.002650987,-1.076640444,-2.011824096,-2.031892988,4439.608333,4439,4376.551429,4299.255909,4456.262848,4430.783444,4395.247086,4287.182393,64.66338531,68.73900077,4511.187365,4368.029301,108.0646935,77.8754774,32.88,65.2,11.93,0,,,,,
4/6/2022,4481.15,4494.17,4503.94,4450.04,19.06,0.004253372,1.280122896,-1.836450714,-1.538573734,4454.368333,4441.411111,4397.779286,4321.524545,4464.558565,4441.976012,4408.462919,4301.550364,73.18789695,64.3697641,4535.157705,4373.578961,106.9125555,0,6.04,63.496,0,19.06,,,,,
4/5/2022,4525.12,4572.45,4593.45,4514.17,-43.97,-0.009716869,-1.643156466,-1.566319622,-2.106088858,4467.456667,4448.401111,4422.773571,4339.787273,4484.74571,4460.452454,4426.410162,4318.111078,75.88012544,64.94527638,4552.05813,4382.855203,108.2990849,43.32446546,112.3,50.384,43.97,0,,,,,
4/4/2022,4582.64,4547.97,4583.5,4539.21,-57.52,-0.012551717,-1.759818877,-1.9160853,-2.230729845,4498.321667,4469.617778,4443.239286,4359.595,4517.37714,4487.605242,4450.445522,4337.705813,73.38404283,62.07477323,4573.452015,4423.191319,112.7397095,100,58.38,55.25,57.52,0,,,,,
4/1/2022,4545.86,4540.32,4548.7,4507.57,36.78,0.008090878,1.565611725,-1.8109714,-1.760271661,4520.543333,4486.647778,4462.816429,4370.762727,4526.871427,4500.550744,4465.124672,4353.124641,71.92359378,67.11932406,4594.055003,4447.031664,112.0000313,26.82012156,42.32,73.514,0,36.78,,,,,
3/31/2022,4530.41,4599.02,4603.07,4530.41,15.45,0.003410287,1.188928484,-0.723455672,-1.480006943,4527.565,4495.961111,4472.584286,4386.895909,4528.050951,4507.186134,4475.168569,4366.25689,63.18326424,67.40908542,4598.41679,4456.71321,108.911679,0,57.21,58.024,0,15.45,,,,,
3/30/2022,4602.45,4624.2,4627.77,4581.32,-72.04,-0.015652533,-1.857573704,-1.296884476,-2.083860801,4544.605,4518.738889,4482.798571,4407.217273,4552.850634,4528.355882,4494.750328,4383.752676,63.62164222,70.89899618,4610.250885,4478.959115,110.9976517,71.19280561,97.36,64.45,72.04,0,,,,,
3/29/2022,4631.6,4602.86,4637.3,4589.66,-29.15,-0.006293721,-1.464638559,-1.933183479,-2.027268042,4569.68,4543.08,4494.897857,4429.929545,4579.100423,4551.299019,4515.804123,4402.111737,65.36305756,67.21739653,4630.145766,4509.214234,113.6923864,100,34.85,66.508,29.15,0,,,,,
3/28/2022,4575.52,4541.09,4575.65,4517.69,56.08,0.01225653,1.748808005,-1.654272827,0.852479994,4578.08,4552.773333,4508.028571,4443.021364,4577.906948,4556.681459,4524.991181,4414.956794,67.12116979,70.56901515,4651.773025,4504.386975,110.0343878,49.67695621,90.51,69.682,0,56.08,,,,,
3/25/2022,4543.06,4522.91,4546.03,4501.07,32.46,0.007144964,1.511348515,1.773713325,0.447158031,4571.483333,4557.534444,4518.776429,4459.344091,4566.291299,4553.654468,4527.771,4424.44592,63.2360444,68.85455962,4645.083548,4497.883119,103.3250797,49.50958029,52.61,55.622,0,32.46,,,,,
3/24/2022,4520.16,4469.98,4520.58,4465.17,22.9,0.005066192,1.359835482,2.047041103,1.010723865,4567.2,4561.868889,4524.031429,4475.024091,4550.914199,4546.211253,4526.600077,4431.535852,56.84614096,62.76581197,4641.780621,4492.619379,95.06422479,53.58819584,73.08,61.804,0,22.9,,,,,
3/23/2022,4456.24,4493.1,4501.07,4455.81,63.92,0.014343931,1.805636766,2.07656763,2.164977077,4554.838333,4554.215556,4528.230714,4482.302273,4519.356133,4526.217641,4515.775449,4433.365789,55.32431306,60.05691979,4634.758019,4474.918647,82.40966072,0,27.06,53.544,0,63.92,,,,,
3/22/2022,4511.61,4469.1,4522,4469.1,-55.37,-0.012272781,-1.743274524,1.49762065,2.079145053,4539.698333,4546.323333,4535.307857,4493.203636,4516.774089,4522.971499,4515.134611,4439.161656,58.36287518,56.93358571,4656.07585,4423.320817,75.97295485,86.62390488,65.76,53.79,55.37,0,,,,,
3/21/2022,4461.18,4462.4,4481.75,4424.3,50.43,0.011304184,1.702688968,1.770704768,2.058198188,4511.295,4536.914444,4533.372143,4496.272727,4498.242726,4509.240055,4506.833902,4440.792645,47.61048214,50.10356677,4589.990889,4432.599111,66.04125703,49.53972383,49.21,62.776,0,50.43,,,,,
3/18/2022,4463.12,4407.34,4465.4,4390.57,-1.94,-0.000434674,-0.28780173,-0.837588438,1.902764144,4492.561667,4529.437778,4530.722857,4496.439545,4486.53515,4498.991154,4500.108686,4442.446523,46.67097492,50.05453085,4560.710321,4424.413013,57.66216321,68.46178862,53.84,82.07,1.94,0,,,,,
3/17/2022,4411.67,4345.11,4412.67,4335.65,51.45,0.01166225,1.711385379,1.999739345,2.035389709,4470.663333,4508.24,4525.76,4494.142273,4461.5801,4479.586453,4486.502734,4440.16678,44.10647033,51.22528578,4525.693324,4415.633342,46.33595395,74.36089102,118.01,102.726,0,51.45,,,,,
3/16/2022,4357.86,4288.14,4358.9,4251.99,53.81,0.012347804,1.730862992,2.014184398,1.992906818,4443.613333,4477.824444,4513.812857,4492.604545,4427.006734,4452.53613,4466.711544,4434.069982,36.04538628,47.99995393,4506.996151,4380.230516,32.6415626,63.70469984,123.53,104.824,0,53.81,,,,,
3/15/2022,4262.45,4188.82,4271.05,4187.9,95.41,0.02238384,1.979593896,2.302482451,2.396478322,4411.315,4443.038889,4490.942143,4486.689091,4372.154489,4410.294768,4435.286691,4421.357391,24.8748411,39.87841344,4515.832056,4306.797944,13.92930086,37.44969819,169.04,117.636,0,95.41,,,,,
3/14/2022,4173.11,4202.75,4247.57,4161.72,89.34,0.021408494,1.951045948,2.377597626,2.459498033,4354.898333,4401.933333,4464.317143,4474.258182,4305.806326,4357.587042,4394.951816,4402.968695,22.97934034,38.19064263,4505.03643,4204.760237,-8.01687915,0,59.7,106.828,0,89.34,,,,,
3/11/2022,4204.31,4279.5,4291.01,4200.49,-31.2,-0.007420956,-1.494154594,2.186249821,2.412981053,4312.086667,4366.838889,4441.024286,4465.479091,4271.974217,4323.525477,4365.622306,4388.253236,26.8887314,39.222121,4520.467581,4103.705753,-22.63093039,29.77951704,117.9,90.098,31.2,0,,,,,
3/10/2022,4259.52,4252.55,4268.28,4209.8,-55.21,-0.012961554,-1.742017747,0.46686762,2.182271957,4278.153333,4344.981111,4416.529286,4458.524091,4267.822812,4309.302038,4349.298874,4378.717441,25.10200822,37.90167333,4458.916045,4097.390622,-29.41856677,82.86993842,63.97,71.334,55.21,0,,,,,
3/9/2022,4277.88,4223.1,4299.4,4223.1,-18.36,-0.004291845,-1.263872677,-2.020236944,1.9029814,4255.855,4319.011111,4391.263571,4448.960455,4271.175208,4302.319363,4338.311355,4371.248001,23.90983655,38.32116405,4381.929734,4129.780266,-32.93664579,100,39.88,90.656,18.36,0,,,,,
3/8/2022,4170.7,4202.66,4276.94,4157.87,107.18,0.025698324,2.030113753,1.526468512,1.962606073,4224.661667,4286.735556,4362.347857,4433.982727,4237.683472,4273.070615,4312.524993,4356.392593,22.23380614,35.07408868,4304.484696,4144.838638,-43.86760063,0,75.22,95.282,0,107.18,,,,,
3/7/2022,4201.09,4327.01,4327.01,4199.85,-30.39,-0.007233837,-1.4827307,1.766635886,-1.44684771,4214.435,4257.621111,4337.921429,4421.252727,4225.485648,4257.074923,4295.381148,4344.888697,26.47783082,34.21506445,4302.73145,4126.13855,-49.50754986,15.76326573,156.31,100.07,30.39,0,,,,,
3/4/2022,4328.87,4342.12,4342.12,4284.98,-127.78,-0.029518096,-2.106462884,-1.707485012,-2.0953786,4240.395,4248.421111,4324.257857,4412.332273,4259.947099,4273.029385,4300.533279,4343.702127,38.50130442,38.42976337,4319.942365,4160.847635,-43.16884854,73.28113417,141.03,100.28,127.78,0,,,,,
3/3/2022,4363.49,4401.31,4416.78,4345.56,-34.62,-0.007934016,-1.539327064,-2.285084503,-2.016908044,4266.925,4249.046667,4317.632857,4402.370909,4294.461399,4293.131744,4310.218928,4345.167896,44.22111179,41.66872242,4379.141103,4154.708897,-34.94896747,87.57077379,87.91,89.916,34.62,0,,,,,
3/2/2022,4386.54,4322.56,4401.48,4322.56,-23.05,-0.005254711,-1.36267093,-2.268226838,-2.036069701,4288.095,4262.834444,4308.699286,4395.129091,4325.154266,4313.889134,4321.960632,4348.232496,41.88036408,43.47285612,4434.695206,4141.494794,-26.27186444,100,40.93,75.17,23.05,0,,,,,
3/1/2022,4306.26,4363.14,4378.45,4279.54,80.28,0.018642627,1.904607364,1.354300562,-2.13213156,4292.825,4277.628889,4297.633571,4384.940455,4318.856177,4312.193771,4319.54515,4345.123422,40.31774206,36.66207344,4468.025483,4117.624517,-25.57827244,0,23.4,62.076,0,80.28,,,,,
2/28/2022,4373.94,4354.17,4388.84,4315.12,-67.68,-0.015473463,-1.83046035,-1.01911629,-2.237669384,4326.698333,4296.476667,4291.263571,4374.553636,4337.217452,4325.915155,4327.913588,4347.257984,44.8496119,38.78627509,4455.347288,4198.049379,-19.34439526,87.12183156,82.58,90.27,67.68,0,,,,,
2/25/2022,4384.65,4298.38,4385.34,4286.83,-10.71,-0.002442612,-1.029789471,0.276461804,-1.74647851,4357.291667,4310.38,4289.333571,4363.328636,4353.028301,4338.967343,4336.642267,4350.027763,48.36246394,41.35153015,4416.845862,4297.737471,-13.38549553,100,75.56,92.646,10.71,0,,,,,
2/24/2022,4288.7,4155.77,4294.73,4114.65,95.95,0.022372747,1.982044979,1.244524512,1.873843533,4350.596667,4311.582222,4284.393571,4350.291364,4331.585534,4327.796822,4329.266534,4345.484965,46.01226994,39.10178409,4409.670874,4291.522459,-16.21843169,39.7109645,228.88,115.29,0,95.95,,,,,
2/23/2022,4225.5,4324.93,4341.51,4221.51,63.2,0.01495681,1.800717078,2.171550946,2.206933762,4327.598333,4317.671111,4281.754286,4335.856818,4296.223689,4305.064195,4313.302452,4336.59719,47.78729265,37.79653436,4411.312866,4243.883801,-23.29473857,0,52.81,116.742,0,63.2,,,,,
2/22/2022,4304.76,4332.74,4362.12,4267.11,-79.26,-0.018412176,-1.899054068,1.902492421,0.176091259,4313.968333,4329.19,4291.157857,4326.065909,4299.069126,4304.996596,4311.988228,4334.23888,57.98004534,43.80510707,4430.930184,4197.006482,-22.25065151,51.21478418,136.62,123.068,79.26,0,,,,,
2/18/2022,4348.87,4384.57,4394.6,4327.22,-44.11,-0.010142865,-1.644537058,-1.779380011,1.399154334,4321.07,4331.412222,4301.483571,4321.185455,4315.669417,4314.746241,4317.662347,4335.322666,58.62756332,43.28275657,4438.135941,4204.004059,-17.66031946,49.44491203,89.84,99.15,44.11,0,,,,,
2/17/2022,4380.26,4456.06,4456.06,4373.81,-31.39,-0.007166241,-1.496791316,-2.189658721,0.64246452,4322.123333,4333.275556,4310.107857,4315.215,4337.199612,4329.304854,4327.292755,4338.651358,57.41682638,46.60661567,4430.580392,4213.666275,-11.35860267,44.34654919,107.19,97.734,31.39,0,,,,,
2/16/2022,4475.01,4455.75,4489.55,4429.68,-94.75,-0.021173137,-1.976579219,-2.231087121,-2.270236166,4337.183333,4343.105556,4324.188571,4315.843636,4383.136408,4361.683776,4350.018485,4348.751998,61.07036559,50.46259911,4443.270137,4231.096529,1.266487146,100,109.29,82.102,94.75,0,,,,,
2/15/2022,4471.07,4429.28,4472.77,4429.28,3.94,0.000881221,0.595496222,-2.087071206,-2.39017531,4367.578333,4361.417778,4345.643571,4316.205,4412.447605,4385.991826,4368.641795,4357.812591,69.08056053,52.3997673,4532.606041,4202.550626,10.82920439,95.84168865,45.73,89.066,0,3.94,,,,,
2/14/2022,4401.67,4412.61,4426.22,4364.84,69.4,0.015766743,1.84135947,-1.330616667,-1.986368594,4396.94,4364.498889,4359.970714,4315.750455,4408.85507,4389.475864,4373.723057,4361.061288,62.13988283,51.74791136,4531.615334,4262.264666,12.6617697,0,58.46,101.684,0,69.4,,,,,
2/11/2022,4418.64,4506.27,4526.33,4401.41,-16.97,-0.003840548,-1.229681842,1.751048035,-1.843668723,4415.92,4368.275556,4366.382857,4318.513182,4412.116713,4395.956783,4380.633356,4365.326377,56.27490179,56.64768423,4515.928286,4315.911714,15.30697876,9.147754838,124.66,97.016,16.97,0,,,,,
2/10/2022,4504.08,4553.24,4588.92,4484.31,-85.44,-0.018969468,-1.93166124,-1.518645524,-2.0927908,4441.788333,4392.206667,4376.425,4329.496364,4442.771142,4419.984165,4399.625148,4375.604424,59.17533578,64.13350756,4517.239545,4366.337122,24.020724,55.20457118,170.28,109.302,85.44,0,,,,,
2/9/2022,4587.18,4547,4590.03,4547,-83.1,-0.018115705,-1.919601024,-2.268367325,-2.04987672,4476.275,4432.393333,4390.756429,4348.317727,4490.907428,4457.138795,4428.47974,4391.276689,62.14263236,65.65584697,4552.325119,4400.224881,37.20305176,100,85.95,100.768,83.1,0,,,,,
