Date,Close,Open,High,Low,Return
8/18/23,4369.71,4344.88,4381.82,4335.31,-30.06
8/17/23,4370.36,4416.32,4421.17,4364.83,0.65
8/16/23,4404.33,4433.79,4449.95,4403.55,33.97
8/15/23,4437.86,4478.87,4478.87,4432.19,33.53
8/14/23,4489.72,4458.13,4490.33,4453.44,51.86
8/11/23,4464.05,4450.69,4476.23,4443.98,-25.67
8/10/23,4468.83,4487.16,4527.37,4457.92,4.78
8/9/23,4467.71,4501.57,4502.44,4461.33,-1.12
8/8/23,4499.38,4498.03,4503.31,4464.39,31.67
8/7/23,4518.44,4491.58,4519.84,4491.15,19.06
8/4/23,4478.03,4513.96,4540.34,4474.55,-40.41
8/3/23,4501.89,4494.27,4519.49,4485.54,23.86
8/2/23,4513.39,4550.93,4550.93,4505.75,11.5
8/1/23,4576.73,4578.83,4584.62,4567.53,63.34
7/31/23,4588.96,4584.82,4594.22,4573.14,12.23
7/28/23,4582.23,4565.75,4590.16,4564.01,-6.73
7/27/23,4537.41,4598.26,4607.07,4528.56,-44.82
7/26/23,4566.75,4558.96,4582.47,4547.58,29.34
7/25/23,4567.46,4555.19,4580.62,4552.42,0.71
7/24/23,4554.64,4543.39,4563.41,4541.29,-12.82
7/21/23,4536.34,4550.16,4555,4535.79,-18.3
7/20/23,4534.87,4554.38,4564.74,4527.56,-1.47
7/19/23,4565.72,4563.87,4578.43,4557.48,30.85
7/18/23,4554.98,4521.78,4562.3,4514.59,-10.74
7/17/23,4522.79,4508.86,4532.85,4504.9,-32.19
7/14/23,4505.42,4514.61,4527.76,4499.56,-17.37
7/13/23,4510.04,4491.5,4517.38,4489.36,4.62
7/12/23,4472.16,4467.69,4488.34,4463.23,-37.88
7/11/23,4439.26,4415.55,4443.64,4408.46,-32.9
7/10/23,4409.53,4394.23,4412.6,4389.92,-29.73
7/7/23,4398.95,4404.54,4440.39,4397.4,-10.58
7/6/23,4411.59,4422.62,4422.62,4385.05,12.64
7/5/23,4446.82,4442.04,4454.06,4436.61,35.23
7/3/23,4455.59,4450.48,4456.46,4442.29,8.77
6/30/23,4450.38,4422.44,4458.48,4422.44,-5.21
6/29/23,4396.44,4374.94,4398.39,4371.97,-53.94
6/28/23,4376.86,4367.48,4390.35,4360.22,-19.58
6/27/23,4378.41,4337.36,4384.42,4335,1.55
6/26/23,4328.82,4344.84,4362.06,4328.08,-49.59
6/23/23,4348.33,4354.17,4366.55,4341.34,19.51
6/22/23,4381.89,4355.4,4382.25,4351.82,33.56
6/21/23,4365.69,4380.01,4386.22,4360.14,-16.2
6/20/23,4388.71,4396.11,4400.15,4367.19,23.02
6/16/23,4409.59,4440.95,4448.47,4407.44,20.88
6/15/23,4425.84,4365.33,4439.2,4362.6,16.25
6/14/23,4372.59,4366.29,4391.82,4337.85,-53.25
6/13/23,4369.01,4352.61,4375.37,4349.31,-3.58
6/12/23,4338.93,4308.32,4340.13,4304.37,-30.08
6/9/23,4298.86,4304.88,4322.62,4291.7,-40.07
6/8/23,4293.93,4268.69,4298.01,4261.07,-4.93
6/7/23,4267.52,4285.47,4299.19,4263.96,-26.41
6/6/23,4283.85,4271.34,4288.33,4263.09,16.33
6/5/23,4273.79,4282.99,4299.28,4266.82,-10.06
6/2/23,4282.37,4241.01,4290.67,4241.01,8.58
6/1/23,4221.02,4183.03,4232.43,4171.64,-61.35
5/31/23,4179.83,4190.74,4195.44,4166.15,-41.19
5/30/23,4205.52,4226.71,4231.1,4192.18,25.69
5/26/23,4205.45,4156.16,4212.87,4156.16,-0.07
5/25/23,4151.28,4155.71,4165.74,4129.73,-54.17
5/24/23,4115.24,4132.96,4132.96,4103.98,-36.04
5/23/23,4145.58,4176.8,4185.68,4142.54,30.34
5/22/23,4192.63,4190.78,4209.22,4179.68,47.05
5/19/23,4191.98,4204.15,4212.91,4180.2,-0.65
5/18/23,4198.05,4157.68,4202.2,4153.5,6.07
5/17/23,4158.77,4122.85,4164.67,4113.62,-39.28
5/16/23,4109.9,4127.95,4135.54,4109.86,-48.87
5/15/23,4136.28,4126.65,4141.25,4110.27,26.38
5/12/23,4124.08,4138.54,4143.74,4099.12,-12.2
5/11/23,4130.62,4132.24,4132.8,4109.29,6.54
5/10/23,4137.64,4143.74,4154.28,4098.92,7.02
5/9/23,4119.17,4124.25,4130.35,4116.65,-18.47
5/8/23,4138.12,4136.98,4142.3,4123.81,18.95
5/5/23,4136.25,4084.73,4147.02,4084.73,-1.87
5/4/23,4061.22,4082.55,4082.61,4048.28,-75.03
5/3/23,4090.75,4122.25,4148.3,4088.86,29.53
5/2/23,4119.58,4164.1,4164.1,4089.72,28.83
5/1/23,4167.87,4166.79,4186.92,4164.12,48.29
4/28/23,4169.48,4129.63,4170.06,4127.18,1.61
4/27/23,4135.35,4075.29,4138.24,4075.29,-34.13
4/26/23,4055.99,4087.78,4089.67,4049.35,-79.36
4/25/23,4071.63,4126.43,4126.43,4071.38,15.64
4/24/23,4137.04,4132.07,4142.41,4117.77,65.41
4/21/23,4133.52,4132.14,4138.02,4113.86,-3.52
4/20/23,4129.79,4130.48,4148.57,4114.57,-3.73
4/19/23,4154.52,4139.33,4162.57,4134.49,24.73
4/18/23,4154.87,4164.26,4169.48,4140.36,0.35
4/17/23,4151.32,4137.17,4151.72,4123.18,-3.55
4/14/23,4137.64,4140.11,4163.19,4113.2,-13.68
4/13/23,4146.22,4100.04,4150.26,4099.4,8.58
4/12/23,4091.95,4121.72,4134.37,4086.94,-54.27
4/11/23,4108.94,4110.29,4124.26,4102.61,16.99
4/10/23,4109.11,4085.2,4109.5,4072.55,0.17
4/6/23,4105.02,4081.15,4107.32,4069.84,-4.09
4/5/23,4090.38,4094.5,4099.69,4072.56,-14.64
4/4/23,4100.6,4128.03,4133.13,4086.87,10.22
4/3/23,4124.51,4102.2,4127.66,4098.79,23.91
3/31/23,4109.31,4056.18,4110.75,4056.18,-15.2
3/30/23,4050.83,4046.74,4057.85,4032.1,-58.48
3/29/23,4027.81,3999.53,4030.59,3999.53,-23.02
3/28/23,3971.27,3974.13,3979.2,3951.53,-56.54
3/27/23,3977.53,3982.93,4003.83,3970.49,6.26
3/24/23,3970.99,3939.21,3972.74,3909.16,-6.54
3/23/23,3948.72,3959.21,4007.66,3919.05,-22.27
3/22/23,3936.97,4002.04,4039.49,3936.17,-11.75
3/21/23,4002.87,3975.89,4009.08,3971.19,65.9
3/20/23,3951.57,3917.47,3956.62,3916.89,-51.3
3/17/23,3916.64,3958.69,3958.91,3901.27,-34.93
3/16/23,3960.28,3878.93,3964.46,3864.11,43.64
3/15/23,3891.93,3876.74,3894.26,3838.24,-68.35
3/14/23,3919.29,3894.01,3937.29,3873.63,27.36
3/13/23,3855.76,3835.12,3905.05,3808.86,-63.53
3/10/23,3861.59,3912.77,3934.05,3846.32,5.83
3/9/23,3918.32,3998.66,4017.81,3908.7,56.73
3/8/23,3992.01,3987.55,4000.41,3969.76,73.69
3/7/23,3986.37,4048.26,4050,3980.31,-5.64
3/6/23,4048.42,4055.15,4078.49,4044.61,62.05
3/3/23,4045.64,3998.02,4048.29,3995.17,-2.78
3/2/23,3981.35,3938.68,3990.84,3928.16,-64.29
3/1/23,3951.39,3963.34,3971.73,3939.05,-29.96
2/28/23,3970.15,3977.19,3997.5,3968.98,18.76
2/27/23,3982.24,3992.36,4018.05,3973.55,12.09
2/24/23,3970.04,3973.24,3978.25,3943.08,-12.2
2/23/23,4012.32,4018.6,4028.3,3969.19,42.28
2/22/23,3991.05,4001.83,4017.37,3976.9,-21.27
2/21/23,3997.34,4052.35,4052.35,3995.19,6.29
2/17/23,4079.09,4077.39,4081.51,4047.95,81.75
2/16/23,4090.41,4114.75,4136.54,4089.49,11.32
2/15/23,4147.6,4119.5,4148.11,4103.98,57.19
2/14/23,4136.13,4126.7,4159.77,4095.01,-11.47
2/13/23,4137.29,4096.62,4138.9,4092.67,1.16
2/10/23,4090.46,4068.92,4094.36,4060.79,-46.83
2/9/23,4081.5,4144.25,4156.23,4069.67,-8.96
2/8/23,4117.86,4153.47,4156.85,4111.67,36.36
2/7/23,4164,4105.35,4176.54,4088.39,46.14
2/6/23,4111.08,4119.57,4124.63,4093.38,-52.92
2/3/23,4136.48,4136.69,4182.36,4123.36,25.4
2/2/23,4179.76,4158.68,4195.44,4141.88,43.28
2/1/23,4119.21,4070.07,4148.95,4037.2,-60.55
1/31/23,4076.6,4020.85,4077.16,4020.44,-42.61
1/30/23,4017.77,4049.27,4063.85,4015.55,-58.83
1/27/23,4070.56,4053.72,4094.21,4048.7,52.79
1/26/23,4060.43,4036.08,4061.57,4013.29,-10.13
1/25/23,4016.22,3982.71,4019.55,3949.06,-44.21
1/24/23,4016.95,4001.74,4023.92,3989.79,0.73
1/23/23,4019.81,3978.14,4039.31,3971.64,2.86
1/20/23,3972.61,3909.04,3972.96,3897.86,-47.2
1/19/23,3898.85,3911.84,3922.94,3885.54,-73.76
1/18/23,3928.86,4002.25,4014.16,3926.59,30.01
1/17/23,3990.97,3999.28,4015.39,3984.57,62.11
1/13/23,3999.09,3960.6,4003.95,3947.67,8.12
1/12/23,3983.17,3977.57,3997.76,3937.56,-15.92
1/11/23,3969.61,3932.35,3970.07,3928.54,-13.56
1/10/23,3919.25,3888.57,3919.83,3877.29,-50.36
1/9/23,3892.09,3910.82,3950.57,3890.42,-27.16
1/6/23,3895.08,3823.37,3906.19,3809.56,2.99
1/5/23,3808.1,3839.74,3839.74,3802.42,-86.98
1/4/23,3852.97,3840.36,3873.16,3815.77,44.87
1/3/23,3824.14,3853.29,3878.46,3794.33,-28.83
12/30/22,3839.5,3829.06,3839.85,3800.34,15.36
12/29/22,3849.28,3805.45,3858.19,3805.45,9.78
12/28/22,3783.22,3829.56,3848.32,3780.78,-66.06
12/27/22,3829.25,3843.34,3846.65,3813.22,46.03
12/23/22,3844.82,3815.11,3845.8,3797.01,15.57
12/22/22,3822.39,3853.26,3853.26,3764.49,-22.43
12/21/22,3878.44,3839.49,3889.82,3839.49,56.05
12/20/22,3821.62,3810.47,3838.24,3795.62,-56.82
12/19/22,3817.66,3853.79,3854.86,3800.04,-3.96
12/16/22,3852.36,3890.91,3890.91,3827.91,34.7
12/15/22,3895.75,3958.37,3958.37,3879.45,43.39
12/14/22,3995.32,4015.54,4053.76,3965.65,99.57
12/13/22,4019.65,4069.38,4100.96,3993.03,24.33
12/12/22,3990.56,3939.29,3990.71,3935.3,-29.09
12/9/22,3934.38,3954.17,3977.02,3933.04,-56.18
12/8/22,3963.51,3947.79,3974.19,3935.83,29.13
12/7/22,3933.92,3933.28,3957.57,3922.68,-29.59
12/6/22,3941.26,3996.63,4001.51,3918.39,7.34
12/5/22,3998.84,4052.02,4052.45,3984.49,57.58
12/2/22,4071.7,4040.17,4080.48,4026.63,72.86
12/1/22,4076.57,4087.14,4100.51,4050.87,4.87
11/30/22,4080.11,3957.18,4080.11,3938.58,3.54
11/29/22,3957.63,3964.19,3976.77,3937.65,-122.48
11/28/22,3963.94,4005.36,4012.27,3955.77,6.31
11/25/22,4026.12,4023.34,4034.02,4020.76,62.18
11/23/22,4027.26,4000.3,4033.78,3998.66,1.14
11/22/22,4003.58,3965.51,4005.88,3956.88,-23.68
11/21/22,3949.94,3956.23,3962,3933.34,-53.64
11/18/22,3965.34,3966.39,3979.89,3935.98,15.4
11/17/22,3946.56,3919.26,3954.33,3906.54,-18.78
11/16/22,3958.79,3976.82,3983.09,3954.34,12.23
11/15/22,3991.73,4006.41,4028.84,3953.17,32.94
11/14/22,3957.25,3977.97,4008.97,3956.4,-34.48
11/11/22,3992.93,3963.72,4001.48,3944.82,35.68
11/10/22,3956.37,3859.89,3958.33,3859.89,-36.56
11/9/22,3748.57,3810.94,3818.2,3744.22,-207.8
11/8/22,3828.11,3817.02,3859.4,3786.28,79.54
11/7/22,3806.8,3780.71,3813.95,3764.7,-21.31
11/4/22,3770.55,3766.98,3796.34,3708.84,-36.25
11/3/22,3719.89,3733.25,3750.59,3698.15,-50.66
11/2/22,3759.69,3852.9,3894.44,3758.68,39.8
11/1/22,3856.1,3901.79,3911.79,3843.8,96.41
10/31/22,3871.98,3881.85,3893.73,3863.18,15.88
10/28/22,3901.06,3808.26,3905.42,3808.26,29.08
10/27/22,3807.3,3834.69,3859.95,3803.79,-93.76
10/26/22,3830.6,3825.97,3886.15,3824.07,23.3
10/25/22,3859.11,3799.44,3862.85,3799.44,28.51
10/24/22,3797.34,3762.01,3810.74,3741.65,-61.77
10/21/22,3752.75,3657.1,3757.89,3647.42,-44.59
10/20/22,3665.78,3689.05,3736,3656.44,-86.97
10/19/22,3695.16,3703.11,3728.58,3666.51,29.38
10/18/22,3719.98,3746.26,3762.79,3686.53,24.82
10/17/22,3677.95,3638.65,3689.73,3638.65,-42.03
10/14/22,3583.07,3690.41,3712,3579.68,-94.88
10/13/22,3669.91,3520.37,3685.41,3491.58,86.84
10/12/22,3577.03,3590.83,3608.34,3573.86,-92.88
10/11/22,3588.84,3595.86,3640.66,3568.45,11.81
10/10/22,3612.39,3647.51,3652.17,3588.1,23.55
10/7/22,3639.66,3706.74,3706.74,3620.73,27.27
10/6/22,3744.52,3771.97,3797.93,3739.22,104.86
10/5/22,3783.28,3753.25,3806.91,3722.66,38.76
10/4/22,3790.93,3726.46,3791.92,3726.46,7.65
10/3/22,3678.43,3609.78,3698.35,3604.93,-112.5
9/30/22,3585.62,3633.48,3671.44,3584.13,-92.81
9/29/22,3640.47,3687.01,3687.01,3610.4,54.85
9/28/22,3719.04,3651.94,3736.74,3640.61,78.57
9/27/22,3647.29,3686.44,3717.53,3623.29,-71.75
9/26/22,3655.04,3682.72,3715.67,3644.76,7.75
9/23/22,3693.23,3727.14,3727.14,3647.47,38.19
9/22/22,3757.99,3782.36,3790.9,3749.45,64.76
9/21/22,3789.93,3871.4,3907.07,3789.49,31.94
9/20/22,3855.93,3875.23,3876.01,3827.54,66
9/19/22,3899.89,3849.91,3900.45,3838.5,43.96
9/16/22,3873.33,3880.95,3880.95,3837.08,-26.56
9/15/22,3901.35,3932.41,3959.14,3888.28,28.02
9/14/22,3946.01,3940.73,3961.94,3912.18,44.66
9/13/22,3932.69,4037.12,4037.12,3921.28,-13.32
9/12/22,4110.41,4083.67,4119.28,4083.67,177.72
9/9/22,4067.36,4022.94,4076.81,4022.94,-43.05
9/8/22,4006.18,3959.94,4010.5,3944.81,-61.18
9/7/22,3979.87,3909.43,3987.89,3906.03,-26.31
9/6/22,3908.19,3930.89,3942.55,3886.75,-71.68
9/2/22,3924.26,3994.66,4018.43,3906.21,16.07
9/1/22,3966.85,3936.73,3970.23,3903.65,42.59
8/31/22,3955,4000.67,4015.37,3954.53,-11.85
8/30/22,3986.16,4041.25,4044.98,3965.21,31.16
8/29/22,4030.61,4034.58,4062.99,4017.42,44.45
8/26/22,4057.66,4198.74,4203.04,4057.66,27.05
8/25/22,4199.12,4153.26,4200.54,4147.59,141.46
8/24/22,4140.77,4126.55,4156.56,4119.97,-58.35
8/23/22,4128.73,4133.09,4159.77,4124.03,-12.04
8/22/22,4137.99,4195.08,4195.08,4129.86,9.26
8/19/22,4228.48,4266.31,4266.31,4218.7,90.49
8/18/22,4283.74,4273.13,4292.53,4261.98,55.26
8/17/22,4274.04,4280.4,4302.18,4253.08,-9.7
8/16/22,4305.2,4290.46,4325.28,4277.77,31.16
8/15/22,4297.14,4269.37,4301.79,4256.9,-8.06
8/12/22,4280.15,4225.02,4280.47,4219.78,-16.99
8/11/22,4207.27,4227.4,4257.91,4201.41,-72.88
8/10/22,4210.24,4181.02,4211.03,4177.26,2.97
8/9/22,4122.47,4133.11,4137.3,4112.09,-87.77
8/8/22,4140.06,4155.93,4186.62,4128.97,17.59
8/5/22,4145.19,4115.87,4151.58,4107.31,5.13
8/4/22,4151.94,4154.85,4161.29,4135.42,6.75
8/3/22,4155.17,4107.96,4167.66,4107.96,3.23
8/2/22,4091.19,4104.21,4140.47,4079.81,-63.98
8/1/22,4118.63,4112.38,4144.95,4096.02,27.44
7/29/22,4130.29,4087.33,4140.15,4079.22,11.66
7/28/22,4072.43,4026.13,4078.95,3992.97,-57.86
7/27/22,4023.61,3951.43,4039.56,3951.43,-48.82
7/26/22,3921.05,3953.22,3953.22,3910.74,-102.56
7/25/22,3966.84,3965.72,3975.3,3943.46,45.79
7/22/22,3961.63,3998.43,4012.44,3938.86,-5.21
7/21/22,3998.95,3955.47,3999.29,3927.64,37.32
7/20/22,3959.9,3935.32,3974.13,3922.03,-39.05
7/19/22,3936.69,3860.73,3939.81,3860.73,-23.21
7/18/22,3830.85,3883.79,3902.44,3818.63,-105.84
7/15/22,3863.16,3818,3863.62,3817.18,32.31
7/14/22,3790.38,3763.99,3796.41,3721.56,-72.78
7/13/22,3801.78,3779.67,3829.44,3759.07,11.4
7/12/22,3818.8,3851.95,3873.41,3802.36,17.02
7/11/22,3854.43,3880.94,3880.94,3847.22,35.63
7/8/22,3899.38,3888.26,3918.5,3869.34,44.95
7/7/22,3902.62,3858.85,3910.63,3858.85,3.24
7/6/22,3845.08,3831.98,3870.91,3809.37,-57.54
7/5/22,3831.39,3792.61,3832.19,3742.06,-13.69
7/1/22,3825.33,3781,3829.82,3752.1,-6.06
6/30/22,3785.38,3785.99,3818.99,3738.67,-39.95
6/29/22,3818.83,3825.09,3836.5,3799.02,33.45
6/28/22,3821.55,3913,3945.86,3820.14,2.72
6/27/22,3900.11,3920.76,3927.72,3889.66,78.56
6/24/22,3911.74,3821.75,3913.65,3821.75,11.63
6/23/22,3795.73,3774.71,3802.58,3743.52,-116.01
6/22/22,3759.89,3733.89,3801.79,3717.69,-35.84
6/21/22,3764.79,3715.31,3779.65,3715.31,4.9
6/17/22,3674.84,3665.9,3707.71,3636.87,-89.95
6/16/22,3666.77,3728.18,3728.18,3639.77,-8.07
6/15/22,3789.99,3764.05,3837.56,3722.3,123.22
6/14/22,3735.48,3763.52,3778.18,3705.68,-54.51
6/13/22,3749.63,3838.15,3838.15,3734.3,14.15
6/10/22,3900.86,3974.39,3974.39,3900.16,151.23
6/9/22,4017.82,4101.65,4119.1,4017.17,116.96
6/8/22,4115.77,4147.12,4160.14,4107.2,97.95
6/7/22,4160.68,4096.47,4164.86,4080.19,44.91
6/6/22,4121.43,4134.72,4168.78,4109.18,-39.25
6/3/22,4108.54,4137.57,4142.67,4098.67,-12.89
6/2/22,4176.82,4095.41,4177.51,4074.37,68.28
6/1/22,4101.23,4149.78,4166.54,4073.85,-75.59
5/31/22,4132.15,4151.09,4168.34,4104.88,30.92
5/27/22,4158.24,4077.43,4158.49,4077.43,26.09
5/26/22,4057.84,3984.6,4075.14,3984.6,-100.4
5/25/22,3978.73,3929.59,3999.33,3925.03,-79.11
5/24/22,3941.48,3942.94,3955.68,3875.13,-37.25
5/23/22,3973.75,3927.02,3981.88,3909.04,32.27
5/20/22,3901.36,3927.76,3943.42,3810.32,-72.39
5/19/22,3900.79,3899,3945.96,3876.58,-0.57
5/18/22,3923.68,4051.98,4051.98,3911.91,22.89
5/17/22,4088.85,4052,4090.72,4033.93,165.17
5/16/22,4008.01,4013.02,4046.46,3983.99,-80.84
5/13/22,4023.89,3963.9,4038.88,3963.9,15.88
5/12/22,3930.08,3903.95,3964.8,3858.87,-93.81
5/11/22,3935.18,3990.08,4049.09,3928.82,5.1
5/10/22,4001.05,4035.18,4068.82,3958.17,65.87
5/9/22,3991.24,4081.27,4081.27,3975.48,-9.81
5/6/22,4123.34,4128.17,4157.69,4067.91,132.1
5/5/22,4146.87,4270.43,4270.43,4106.01,23.53
5/4/22,4300.17,4181.18,4307.66,4148.91,153.3
5/3/22,4175.48,4159.78,4200.1,4147.08,-124.69
5/2/22,4155.38,4130.61,4169.81,4062.51,-20.1
4/29/22,4131.93,4253.75,4269.68,4124.28,-23.45
4/28/22,4287.5,4222.58,4308.45,4188.63,155.57
4/27/22,4183.96,4186.52,4240.71,4162.9,-103.54
4/26/22,4175.2,4278.14,4278.14,4175.04,-8.76
4/25/22,4296.12,4255.34,4299.02,4200.82,120.92
4/22/22,4271.78,4385.83,4385.83,4267.62,-24.34
4/21/22,4393.66,4489.17,4512.94,4384.47,121.88
4/20/22,4459.45,4472.26,4488.29,4448.76,65.79
4/19/22,4462.21,4390.63,4471.03,4390.63,2.76
4/18/22,4391.69,4385.63,4410.31,4370.3,-70.52
4/14/22,4392.59,4449.12,4460.46,4390.77,0.9
4/13/22,4446.59,4394.3,4453.92,4392.7,54
4/12/22,4397.45,4437.59,4471,4381.34,-49.14
4/11/22,4412.53,4462.64,4464.35,4408.38,15.08
4/8/22,4488.28,4494.15,4520.41,4474.6,75.75
4/7/22,4500.21,4474.65,4521.16,4450.3,11.93
4/6/22,4481.15,4494.17,4503.94,4450.04,-19.06
4/5/22,4525.12,4572.45,4593.45,4514.17,43.97
4/4/22,4582.64,4547.97,4583.5,4539.21,57.52
4/1/22,4545.86,4540.32,4548.7,4507.57,-36.78
3/31/22,4530.41,4599.02,4603.07,4530.41,-15.45
3/30/22,4602.45,4624.2,4627.77,4581.32,72.04
3/29/22,4631.6,4602.86,4637.3,4589.66,29.15
3/28/22,4575.52,4541.09,4575.65,4517.69,-56.08
3/25/22,4543.06,4522.91,4546.03,4501.07,-32.46
3/24/22,4520.16,4469.98,4520.58,4465.17,-22.9
3/23/22,4456.24,4493.1,4501.07,4455.81,-63.92
3/22/22,4511.61,4469.1,4522,4469.1,55.37
3/21/22,4461.18,4462.4,4481.75,4424.3,-50.43
3/18/22,4463.12,4407.34,4465.4,4390.57,1.94
3/17/22,4411.67,4345.11,4412.67,4335.65,-51.45
3/16/22,4357.86,4288.14,4358.9,4251.99,-53.81
3/15/22,4262.45,4188.82,4271.05,4187.9,-95.41
3/14/22,4173.11,4202.75,4247.57,4161.72,-89.34
3/11/22,4204.31,4279.5,4291.01,4200.49,31.2
3/10/22,4259.52,4252.55,4268.28,4209.8,55.21
3/9/22,4277.88,4223.1,4299.4,4223.1,18.36
3/8/22,4170.7,4202.66,4276.94,4157.87,-107.18
3/7/22,4201.09,4327.01,4327.01,4199.85,30.39
3/4/22,4328.87,4342.12,4342.12,4284.98,127.78
3/3/22,4363.49,4401.31,4416.78,4345.56,34.62
3/2/22,4386.54,4322.56,4401.48,4322.56,23.05
3/1/22,4306.26,4363.14,4378.45,4279.54,-80.28
2/28/22,4373.94,4354.17,4388.84,4315.12,67.68
2/25/22,4384.65,4298.38,4385.34,4286.83,10.71
2/24/22,4288.7,4155.77,4294.73,4114.65,-95.95
2/23/22,4225.5,4324.93,4341.51,4221.51,-63.2
2/22/22,4304.76,4332.74,4362.12,4267.11,79.26
2/18/22,4348.87,4384.57,4394.6,4327.22,44.11
2/17/22,4380.26,4456.06,4456.06,4373.81,31.39
2/16/22,4475.01,4455.75,4489.55,4429.68,94.75
2/15/22,4471.07,4429.28,4472.77,4429.28,-3.94
2/14/22,4401.67,4412.61,4426.22,4364.84,-69.4
2/11/22,4418.64,4506.27,4526.33,4401.41,16.97
2/10/22,4504.08,4553.24,4588.92,4484.31,85.44
2/9/22,4587.18,4547,4590.03,4547,83.1
2/8/22,4521.54,4480.02,4531.32,4465.4,-65.64
2/7/22,4483.87,4505.75,4521.86,4471.47,-37.67
2/4/22,4500.53,4482.79,4539.66,4451.5,16.66
2/3/22,4477.44,4535.41,4542.88,4470.39,-23.09
2/2/22,4589.38,4566.39,4595.31,4544.32,111.94
2/1/22,4546.54,4519.57,4550.49,4483.53,-42.84
1/31/22,4515.55,4431.79,4516.89,4414.02,-30.99
1/28/22,4431.85,4336.19,4432.72,4292.46,-83.7
1/27/22,4326.51,4380.58,4428.74,4309.5,-105.34
1/26/22,4349.93,4408.43,4453.23,4304.8,23.42
1/25/22,4356.45,4366.64,4411.01,4287.11,6.52
1/24/22,4410.13,4356.32,4417.35,4222.62,53.68
1/21/22,4397.94,4471.38,4494.52,4395.34,-12.19
1/20/22,4482.73,4547.35,4602.11,4477.95,84.79
1/19/22,4532.76,4588.03,4611.55,4530.2,50.03
1/18/22,4577.11,4632.24,4632.24,4568.7,44.35
1/14/22,4662.85,4637.99,4665.13,4614.75,85.74
1/13/22,4659.03,4733.56,4744.13,4650.29,-3.82
1/12/22,4726.35,4728.59,4748.83,4706.71,67.32
1/11/22,4713.07,4669.14,4714.13,4638.27,-13.28
1/10/22,4670.29,4655.34,4673.02,4582.24,-42.78
1/7/22,4677.03,4697.66,4707.95,4662.74,6.74
1/6/22,4696.05,4693.39,4725.01,4671.26,19.02
1/5/22,4700.58,4787.99,4797.7,4699.44,4.53
1/4/22,4793.54,4804.51,4818.62,4774.27,92.96
1/3/22,4796.56,4778.14,4796.64,4758.17,3.02
12/31/21,4766.18,4775.21,4786.83,4765.75,-30.38
12/30/21,4778.73,4794.23,4808.93,4775.33,12.55
12/29/21,4793.06,4788.64,4804.06,4778.08,14.33
12/28/21,4786.35,4795.49,4807.02,4780.04,-6.71
12/27/21,4791.19,4733.99,4791.49,4733.99,4.84
12/23/21,4725.79,4703.96,4740.74,4703.96,-65.4
12/22/21,4696.56,4650.36,4697.67,4645.53,-29.23
12/21/21,4649.23,4594.96,4651.14,4583.16,-47.33
12/20/21,4568.02,4587.9,4587.9,4531.1,-81.21
12/17/21,4620.64,4652.5,4666.7,4600.22,52.62
12/16/21,4668.67,4719.13,4731.99,4651.89,48.03
12/15/21,4709.85,4636.46,4712.6,4611.22,41.18
12/14/21,4634.09,4642.99,4660.47,4606.52,-75.76
12/13/21,4668.97,4710.3,4710.3,4667.6,34.88
12/10/21,4712.02,4687.64,4713.57,4670.24,43.05
12/9/21,4667.45,4691,4695.26,4665.98,-44.57
12/8/21,4701.21,4690.86,4705.06,4674.52,33.76
12/7/21,4686.75,4631.97,4694.04,4631.97,-14.46
12/6/21,4591.67,4548.37,4612.6,4540.51,-95.08
12/3/21,4538.43,4589.49,4608.03,4495.12,-53.24
12/2/21,4577.1,4504.73,4595.46,4504.73,38.67
12/1/21,4513.04,4602.82,4652.94,4510.27,-64.06
11/30/21,4567,4640.25,4646.02,4560,53.96
11/29/21,4655.27,4628.75,4672.95,4625.26,88.27
11/26/21,4594.62,4664.63,4664.63,4585.43,-60.65
11/24/21,4701.46,4675.78,4702.87,4659.89,106.84
11/23/21,4690.7,4678.48,4699.39,4652.66,-10.76
11/22/21,4682.94,4712,4743.83,4682.17,-7.76
11/19/21,4697.96,4708.44,4717.75,4694.22,15.02
11/18/21,4704.54,4700.72,4708.8,4672.78,6.58
11/17/21,4688.67,4701.5,4701.5,4684.41,-15.87
11/16/21,4700.9,4679.42,4714.95,4679.42,12.23
11/15/21,4682.8,4689.3,4697.42,4672.86,-18.1
11/12/21,4682.85,4655.24,4688.47,4650.77,0.05
11/11/21,4649.27,4659.39,4664.55,4648.31,-33.58
11/10/21,4646.71,4670.26,4684.85,4630.86,-2.56
11/9/21,4685.25,4707.25,4708.53,4670.87,38.54
11/8/21,4701.7,4701.48,4714.92,4694.39,16.45
11/5/21,4697.53,4699.26,4718.5,4681.32,-4.17
11/4/21,4680.06,4662.93,4683,4662.59,-17.47
11/3/21,4660.57,4630.65,4663.46,4621.19,-19.49
11/2/21,4630.65,4613.34,4635.15,4613.34,-29.92
11/1/21,4613.67,4610.62,4620.34,4595.06,-16.98
10/29/21,4605.38,4572.87,4608.08,4567.59,-8.29
10/28/21,4596.42,4562.84,4597.55,4562.84,-8.96
10/27/21,4551.68,4580.22,4584.57,4551.66,-44.74
10/26/21,4574.79,4578.69,4598.53,4569.17,23.11
10/25/21,4566.48,4553.69,4572.62,4537.36,-8.31
10/22/21,4544.9,4546.12,4559.67,4524,-21.58
10/21/21,4549.78,4532.24,4551.44,4526.89,4.88
10/20/21,4536.19,4524.42,4540.87,4524.4,-13.59
